
2. POOLING DIAGNOSTIC
------------------------------------------------------------
  Decoupled masks: (not found in log)
  (no diagnostic output found in train.log)

3. TRAINING HISTORY
------------------------------------------------------------
   Step |       Loss |  Triplet_B |  Triplet_H |         KL |    Alpha
   4190 |    10.2235 |     0.1188 |     4.2900 |     0.0233 |   5.8110
   4200 |    17.1145 |     0.2129 |     7.1820 |     0.0197 |   5.8010
   4210 |    15.8564 |     0.3467 |     6.5284 |     0.0329 |   5.7910
   4220 |    22.3263 |     0.1447 |     9.5218 |     0.0222 |   5.7810
   4230 |    15.9753 |     0.2036 |     6.7327 |     0.0239 |   5.7710
   4240 |    13.1543 |     0.1693 |     5.5516 |     0.0185 |   5.7610
   4250 |    18.5005 |     0.1728 |     7.8814 |     0.0224 |   5.7510
   4260 |    12.3099 |     0.1261 |     5.2429 |     0.0120 |   5.7410
   4270 |    16.7369 |     0.1577 |     7.1529 |     0.0228 |   5.7310
   4280 |    20.5739 |     0.2336 |     8.7711 |     0.0192 |   5.7210
   4290 |    11.7215 |     0.2001 |     4.9422 |     0.0191 |   5.7110
   4300 |     9.5817 |     0.1413 |     4.0676 |     0.0169 |   5.7010
   4310 |    17.5209 |     0.2240 |     7.4837 |     0.0178 |   5.6910
   4320 |    16.7450 |     0.1507 |     7.2248 |     0.0156 |   5.6810
   4330 |    13.5781 |     0.0941 |     5.8949 |     0.0201 |   5.6710
   4340 |    12.3476 |     0.0936 |     5.3622 |     0.0182 |   5.6610
   4350 |    15.4415 |     0.2365 |     6.6025 |     0.0221 |   5.6510
   4360 |    14.4970 |     0.1611 |     6.2679 |     0.0236 |   5.6410
   4370 |    15.5267 |     0.1654 |     6.7317 |     0.0229 |   5.6310
   4380 |    17.0392 |     0.2417 |     7.3415 |     0.0246 |   5.6210
   4390 |    11.3519 |     0.1191 |     4.9406 |     0.0140 |   5.6110
   4400 |    12.1090 |     0.1444 |     5.2620 |     0.0197 |   5.6010
   4410 |    19.1235 |     0.1584 |     8.3938 |     0.0172 |   5.5910
   4420 |    16.4599 |     0.1348 |     7.2390 |     0.0141 |   5.5810
   4430 |    23.2192 |     0.1207 |    10.2985 |     0.0204 |   5.5710
   4440 |    19.7480 |     0.1793 |     8.6982 |     0.0127 |   5.5610
   4450 |    12.8378 |     0.1518 |     5.6287 |     0.0170 |   5.5510
   4460 |    14.0667 |     0.1215 |     6.2236 |     0.0141 |   5.5410
   4470 |    10.7511 |     0.0985 |     4.7593 |     0.0117 |   5.5310
   4480 |    16.4320 |     0.1129 |     7.3254 |     0.0140 |   5.5210
   4490 |    12.4017 |     0.2647 |     5.3554 |     0.0156 |   5.5110
   4500 |    11.6004 |     0.1020 |     5.1671 |     0.0101 |   5.5010
   4510 |    11.3556 |     0.1594 |     5.0054 |     0.0169 |   5.4910
   4520 |    13.0158 |     0.1234 |     5.8084 |     0.0203 |   5.4810
   4530 |     9.6959 |     0.0492 |     4.3787 |     0.0160 |   5.4710
   4540 |    11.7568 |     0.0588 |     5.3205 |     0.0091 |   5.4610
   4550 |    24.0400 |     0.2705 |    10.7425 |     0.0123 |   5.4510
   4560 |    12.3527 |     0.0861 |     5.5848 |     0.0138 |   5.4410
   4570 |    13.3870 |     0.7599 |     5.3618 |     0.0222 |   5.4310
   4580 |    15.7345 |     0.0876 |     7.1629 |     0.0133 |   5.4210
   4590 |    14.1857 |     0.0764 |     6.4718 |     0.0205 |   5.4110
   4600 |    11.4870 |     0.0816 |     5.2294 |     0.0122 |   5.4010
   4610 |    12.6983 |     0.0631 |     5.8205 |     0.0123 |   5.3910
   4620 |    21.2601 |     0.2029 |     9.6587 |     0.0149 |   5.3810
   4630 |    15.9955 |     0.1535 |     7.2789 |     0.0159 |   5.3710
   4640 |    12.3517 |     0.0740 |     5.6785 |     0.0223 |   5.3610
   4650 |    11.6834 |     0.0533 |     5.3996 |     0.0152 |   5.3510
   4660 |     8.4399 |     0.0173 |     3.9311 |     0.0090 |   5.3410
   4670 |    12.7252 |     0.0941 |     5.8639 |     0.0104 |   5.3310
   4680 |    26.2699 |     0.2495 |    12.0676 |     0.0103 |   5.3210
   4690 |    15.3101 |     0.0779 |     7.1198 |     0.0151 |   5.3110
   4700 |    18.0172 |     0.0945 |     8.3915 |     0.0131 |   5.3010
   4710 |    13.3917 |     0.0502 |     6.2710 |     0.0097 |   5.2910
   4720 |    11.5577 |     0.0738 |     5.3884 |     0.0081 |   5.2810
   4730 |    17.3061 |     0.1132 |     8.0802 |     0.0152 |   5.2710
   4740 |    15.3529 |     0.1827 |     7.0889 |     0.0133 |   5.2610
   4750 |    16.8227 |     0.1948 |     7.7884 |     0.0100 |   5.2510
   4760 |    13.1323 |     0.0692 |     6.1850 |     0.0098 |   5.2410
   4770 |     7.2676 |     0.0459 |     3.4205 |     0.0088 |   5.2310
   4780 |    20.0602 |     0.1736 |     9.4064 |     0.0073 |   5.2210
   4790 |    20.5164 |     0.1237 |     9.7000 |     0.0114 |   5.2110
   4800 |    10.9982 |     0.0814 |     5.1919 |     0.0119 |   5.2010
   4810 |     8.8572 |     0.0467 |     4.2110 |     0.0077 |   5.1910
   4820 |    19.6142 |     0.1404 |     9.3003 |     0.0134 |   5.1810
   4830 |    21.4254 |     0.1382 |    10.1964 |     0.0101 |   5.1710
   4840 |    17.2489 |     0.1247 |     8.2084 |     0.0130 |   5.1610
   4850 |     5.7869 |     0.0423 |     2.7579 |     0.0147 |   5.1510
   4860 |    17.1960 |     0.0607 |     8.2895 |     0.0125 |   5.1410
   4870 |    10.4935 |     0.0410 |     5.0634 |     0.0106 |   5.1310
   4880 |     9.9752 |     0.0524 |     4.8066 |     0.0111 |   5.1210
   4890 |    22.4537 |     0.2937 |    10.6311 |     0.0102 |   5.1110
   4900 |    12.0452 |     0.0683 |     5.8206 |     0.0117 |   5.1010
   4910 |    14.6917 |     0.1205 |     7.0685 |     0.0113 |   5.0910
   4920 |    10.7631 |     0.0386 |     5.2481 |     0.0131 |   5.0810
   4930 |    14.1511 |     0.0574 |     6.9056 |     0.0158 |   5.0710
   4940 |    10.8561 |     0.0832 |     5.2605 |     0.0083 |   5.0610
   4950 |     7.9180 |     0.0373 |     3.8727 |     0.0082 |   5.0510
   4960 |    11.2541 |     0.1303 |     5.4204 |     0.0089 |   5.0410
   4970 |    13.6141 |     0.0596 |     6.6906 |     0.0128 |   5.0310
   4980 |     9.8734 |     0.0592 |     4.8419 |     0.0108 |   5.0210
   4990 |     8.3335 |     0.0312 |     4.1183 |     0.0066 |   5.0110
   5000 |    15.5332 |     0.0662 |     7.6814 |     0.0116 |   5.0010

